src,dst,exp,seed,spazio,terna,in_domain,metodo,bal_acc,n_target,unseen_proto_h,unseen_state_h,roc_auc_target,frazione_attacchi,budget,normali
cic,bot,cic->bot,43,minimo,ton+bot+cic (prof.),False,non adattato,0.6946209853249476,200477,0.0,0.002214717897813714,0.7568254035639415,0.9976206746908622,,
cic,bot,cic->bot,43,minimo,ton+bot+cic (prof.),False,8 etichette,,200477,0.0,0.002214717897813714,,,8.0,0.0
cic,bot,cic->bot,43,minimo,ton+bot+cic (prof.),False,32 etichette,0.656462834354876,200477,0.0,0.002214717897813714,,,32.0,14.0
cic,bot,cic->bot,43,minimo,ton+bot+cic (prof.),False,rifit completo n=32,0.8212313082259477,200477,0.0,0.002214717897813714,,,32.0,
cic,bot,cic->bot,43,minimo,ton+bot+cic (prof.),False,128 etichette,0.571712868775807,200477,0.0,0.002214717897813714,,,128.0,14.0
cic,bot,cic->bot,43,minimo,ton+bot+cic (prof.),False,rifit completo n=128,0.7455487154676006,200477,0.0,0.002214717897813714,,,128.0,
cic,cic,cic->cic,43,minimo,ton+bot+cic (prof.),True,non adattato,0.9925114368459704,87522,0.0,0.0,0.9970396427749745,0.9140673202166313,,
cic,ton,cic->ton,44,minimo,ton+bot+cic (prof.),False,non adattato,0.5716733338921903,211043,0.0,0.29760285818529875,0.6147886712865508,0.7630814573333397,,
cic,ton,cic->ton,44,minimo,ton+bot+cic (prof.),False,8 etichette,0.5549289126695125,211043,0.0,0.29760285818529875,,,8.0,1.0
cic,ton,cic->ton,44,minimo,ton+bot+cic (prof.),False,rifit completo n=8,0.4766790907615763,211043,0.0,0.29760285818529875,,,8.0,
cic,ton,cic->ton,44,minimo,ton+bot+cic (prof.),False,32 etichette,0.595241321241823,211043,0.0,0.29760285818529875,,,32.0,9.0
cic,ton,cic->ton,44,minimo,ton+bot+cic (prof.),False,rifit completo n=32,0.6845543623762103,211043,0.0,0.29760285818529875,,,32.0,
cic,ton,cic->ton,44,minimo,ton+bot+cic (prof.),False,128 etichette,0.7965650975108531,211043,0.0,0.29760285818529875,,,128.0,25.0
cic,ton,cic->ton,44,minimo,ton+bot+cic (prof.),False,rifit completo n=128,0.9252011155322908,211043,0.0,0.29760285818529875,,,128.0,
cic,bot,cic->bot,44,minimo,ton+bot+cic (prof.),False,non adattato,0.4754444811320755,200477,0.0,0.002224694104560623,0.5152848427672956,0.9976206746908622,,
cic,bot,cic->bot,44,minimo,ton+bot+cic (prof.),False,8 etichette,0.7458452763135601,200477,0.0,0.002224694104560623,,,8.0,4.0
cic,bot,cic->bot,44,minimo,ton+bot+cic (prof.),False,rifit completo n=8,0.7853887046028447,200477,0.0,0.002224694104560623,,,8.0,
cic,bot,cic->bot,44,minimo,ton+bot+cic (prof.),False,32 etichette,0.8215467857124881,200477,0.0,0.002224694104560623,,,32.0,24.0
cic,bot,cic->bot,44,minimo,ton+bot+cic (prof.),False,rifit completo n=32,0.819288185434702,200477,0.0,0.002224694104560623,,,32.0,
cic,bot,cic->bot,44,minimo,ton+bot+cic (prof.),False,128 etichette,0.746045772346717,200477,0.0,0.002224694104560623,,,128.0,55.0
cic,bot,cic->bot,44,minimo,ton+bot+cic (prof.),False,rifit completo n=128,0.9011067060804208,200477,0.0,0.002224694104560623,,,128.0,
cic,cic,cic->cic,44,minimo,ton+bot+cic (prof.),True,non adattato,0.9925921298939487,87522,0.0,0.0,0.9974721047937438,0.9140673202166313,,
ton,ton,ton->ton,42,minimo,ton+bot+unsw,True,non adattato,0.9603028175354714,42209,0.0,0.0,0.9922871231643328,0.7630837025278969,,
ton,bot,ton->bot,42,minimo,ton+bot+unsw,False,non adattato,0.6262903773584906,200477,0.00027434568553998714,0.0,0.5894360796645702,0.9976206746908622,,
