src,dst,exp,seed,spazio,terna,in_domain,metodo,bal_acc,n_target,unseen_proto_h,unseen_state_h,roc_auc_target,frazione_attacchi,budget,normali
ton,bot,ton->bot,47,ridotto,ton+bot+cic,False,non adattato,0.6390964937106919,200477,0.0002643694787930785,0.0,0.585356928721174,0.9976206746908622,,
ton,bot,ton->bot,47,ridotto,ton+bot+cic,False,8 etichette,0.7518691764762473,200477,0.0002643694787930785,0.0,,,8.0,3.0
ton,bot,ton->bot,47,ridotto,ton+bot+cic,False,rifit completo n=8,0.5692223951168399,200477,0.0002643694787930785,0.0,,,8.0,
ton,bot,ton->bot,47,ridotto,ton+bot+cic,False,32 etichette,0.7025218533186384,200477,0.0002643694787930785,0.0,,,32.0,6.0
ton,bot,ton->bot,47,ridotto,ton+bot+cic,False,rifit completo n=32,0.5539551033354081,200477,0.0002643694787930785,0.0,,,32.0,
ton,bot,ton->bot,47,ridotto,ton+bot+cic,False,128 etichette,0.7279678979973963,200477,0.0002643694787930785,0.0,,,128.0,6.0
ton,bot,ton->bot,47,ridotto,ton+bot+cic,False,rifit completo n=128,0.553096991075384,200477,0.0002643694787930785,0.0,,,128.0,
ton,cic,ton->cic,47,ridotto,ton+bot+cic,False,non adattato,0.44732322756144216,227709,0.05284815268610375,0.0,0.5267778063084196,0.8783139884677373,,
ton,cic,ton->cic,47,ridotto,ton+bot+cic,False,8 etichette,0.8219859140911387,227709,0.05284815268610375,0.0,,,8.0,4.0
ton,cic,ton->cic,47,ridotto,ton+bot+cic,False,rifit completo n=8,0.9009089795584037,227709,0.05284815268610375,0.0,,,8.0,
ton,cic,ton->cic,47,ridotto,ton+bot+cic,False,32 etichette,0.7409825500276837,227709,0.05284815268610375,0.0,,,32.0,3.0
ton,cic,ton->cic,47,ridotto,ton+bot+cic,False,rifit completo n=32,0.7227528790960043,227709,0.05284815268610375,0.0,,,32.0,
ton,cic,ton->cic,47,ridotto,ton+bot+cic,False,128 etichette,0.9486633653510008,227709,0.05284815268610375,0.0,,,128.0,15.0
ton,cic,ton->cic,47,ridotto,ton+bot+cic,False,rifit completo n=128,0.9501478339233647,227709,0.05284815268610375,0.0,,,128.0,
ton,ton,ton->ton,48,ridotto,ton+bot+cic,True,non adattato,0.9598618522773137,42209,0.0,0.0,0.9927396084945203,0.7630837025278969,,
ton,bot,ton->bot,48,ridotto,ton+bot+cic,False,non adattato,0.622318249475891,200477,0.00028432189228689577,0.0,0.5867765303983228,0.9976206746908622,,
ton,bot,ton->bot,48,ridotto,ton+bot+cic,False,8 etichette,,200477,0.00028432189228689577,0.0,,,8.0,0.0
ton,bot,ton->bot,48,ridotto,ton+bot+cic,False,32 etichette,,200477,0.00028432189228689577,0.0,,,32.0,0.0
ton,bot,ton->bot,48,ridotto,ton+bot+cic,False,128 etichette,,200477,0.00028432189228689577,0.0,,,128.0,0.0
ton,cic,ton->cic,48,ridotto,ton+bot+cic,False,non adattato,0.44725540627593924,227709,0.0530809058930477,0.0,0.5367053874192501,0.8783139884677373,,
ton,cic,ton->cic,48,ridotto,ton+bot+cic,False,8 etichette,,227709,0.0530809058930477,0.0,,,8.0,0.0
